p__d26058,p__c01002,p__a03002,p__d26007,p__age,p__k02006,p__k02007,p__d14002,p__d14004,p__d14005,p__d14008,p__d14011,p__d25040,p__d25041,p__d25042,p__d25045,p__d25047,p__d25048,p__d25049,p__d25052,p__d25053,p__d25056,p__d25057,p__d25058,p__d25060,p__d25062,p__d25064,p__d25065,p__d25066,p__d25070,p__d25072,p__d25073,p__d25076,p__d25077,p__d25080,p__d25081,p__d25082,p__d25083,p__d25085,p__d23003,p__d23005,p__d23006,p__d23007,p__d23008,p__n01038,p__n01041,p__n01042,p__n01043,p__n01047,pid,is_churned
4,4,4,6,5,4,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,2,3,4,4,3,3,4,2340002,0
4,3,4,4,2,4,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2340003,0
4,3,4,1,2,3,1,0,0,1,1,1,5,5,5,5,2,1,1,5,2,3,4,4,2,5,5,5,5,5,1,1,5,3,5,2,5,1,3,3,1,3,1,1,2,4,4,4,2,2340004,0
,3,4,1,6,3,2,2,4,1,1,2,5,5,5,5,3,5,5,5,5,4,3,5,3,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4,5,5,4,4,5,3,4,2420002,1
2,9,4,1,5,3,2,0,0,1,1,1,5,5,5,5,4,5,3,5,5,5,4,4,5,5,5,5,4,5,3,3,5,5,3,4,4,4,3,5,5,5,5,5,4,4,4,4,3,2450001,0
2,11,4,3,5,3,1,0,0,1,1,1,4,4,3,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,5,5,5,5,5,3,3,4,4,3,2450002,0
2,6,4,1,3,3,2,1,1,1,1,2,4,4,4,4,3,5,5,5,5,3,3,3,3,5,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,3,2450003,0
2,6,4,1,2,3,1,1,1,1,1,1,4,4,3,4,3,5,5,5,5,4,3,3,3,5,5,5,4,4,5,5,5,5,4,4,3,4,3,5,5,5,5,5,4,4,4,4,3,2450004,0
2,4,4,5,2,3,2,0,0,1,1,1,3,4,3,4,3,2,2,4,4,3,3,3,3,5,5,5,4,4,2,2,4,4,3,3,3,4,3,5,5,5,5,5,3,3,3,3,3,2450005,0
1,8,4,5,5,2,2,0,0,3,1,1,3,3,3,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,2,5,5,5,5,5,3,4,3,4,3,2620001,0
4,10,4,1,5,3,1,1,1,1,1,1,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,3,4,3,3,4,2620002,0
,5,2,7,2,2,1,0,0,1,1,1,3,3,3,4,4,4,4,4,4,2,3,3,2,4,4,4,3,4,3,3,4,4,4,4,2,3,2,3,3,3,3,3,2,2,2,2,2,2620003,0
,8,4,5,6,3,1,1,2,1,1,1,5,5,5,4,4,5,4,4,3,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,5,5,5,3,4,4,5,4,2640001,1
,6,2,5,6,3,1,1,1,1,1,1,3,3,4,4,4,3,3,3,5,5,3,3,2,5,5,5,5,5,3,2,3,3,5,5,5,5,5,5,4,5,5,5,3,3,4,2,3,2640002,1
,8,4,5,4,4,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,2640004,0
,6,3,1,7,2,2,0,0,1,1,1,3,3,4,3,3,4,4,3,3,4,3,3,3,4,4,4,4,4,4,3,4,3,4,2,4,2,2,4,3,4,3,4,4,4,4,4,3,2700002,1
,7,4,1,4,3,3,0,0,1,1,1,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,5,4,4,5,3,3,4,4,3,2700003,0
,7,4,5,5,3,2,0,0,1,1,1,4,4,4,3,4,4,4,4,4,4,4,3,4,4,5,5,4,5,4,4,5,4,4,3,4,4,4,3,4,3,4,3,3,3,2,3,3,2800001,1
,6,4,1,5,3,2,0,0,1,1,1,3,3,4,3,3,4,3,3,3,2,3,3,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,4,3,4,3,3,3,3,3,2,2800002,0
4,7,4,4,4,3,2,1,1,2,1,1,5,5,4,4,5,4,4,4,4,4,5,4,4,5,4,4,4,3,4,4,4,3,3,4,4,4,4,4,5,5,4,5,4,4,5,4,4,2810001,0
,7,4,4,6,3,2,0,0,1,1,1,3,3,3,3,3,3,3,2,3,3,2,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,3,5,4,5,5,5,4,4,3,3,3,2820001,0
,5,4,1,3,3,3,0,0,1,1,1,3,3,3,4,4,3,3,3,4,4,3,3,3,5,5,5,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5,4,3,3,2,2,3,2820003,0
,7,4,5,6,3,2,0,0,1,1,1,4,4,5,4,4,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2830001,1
,6,3,1,6,3,3,1,1,1,1,1,4,4,3,4,3,3,4,4,4,3,3,3,3,4,4,3,4,4,3,3,3,4,4,4,3,3,3,4,4,4,3,3,3,4,3,3,3,2830002,0
,7,4,1,4,3,3,2,2,5,2,2,5,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,4,4,3,4,4,5,4,3,3,4,4,5,5,5,5,5,4,5,4,3,4,2830003,0
3,4,3,1,6,1,1,0,0,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,5,5,4,5,5,4,5,5,5,4,4,5,4,4,4,4,4,3,4,3,3,2,3,3,3070002,0
3,7,4,1,4,2,2,1,1,1,1,1,5,5,5,5,5,5,5,4,4,4,4,3,3,5,5,4,5,5,5,5,5,4,5,4,4,3,4,4,4,5,4,4,5,4,4,4,3,3100003,0
3,6,3,1,6,2,1,0,0,1,1,1,5,5,5,5,4,5,5,4,5,4,4,4,4,5,5,4,5,5,5,4,4,4,5,5,5,4,4,4,3,4,3,3,4,3,3,2,2,3110002,0
,6,3,1,3,2,1,0,0,1,1,1,5,5,4,5,4,5,5,5,5,4,4,3,3,5,5,5,5,5,5,5,5,4,5,4,4,3,3,4,4,5,4,4,4,4,4,3,3,3110003,0
3,5,4,1,6,2,1,0,0,1,1,1,5,5,5,5,4,5,5,4,5,4,4,3,3,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,3,3,3,3,2,3,3,3,3120002,1
3,6,3,1,4,3,3,0,0,1,1,1,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,4,4,4,3,3,3,3,3,3120003,1
5,6,4,2,4,2,2,0,0,1,1,1,4,4,5,4,4,4,4,4,3,3,4,4,4,5,4,5,5,4,4,5,5,4,4,5,5,4,4,4,4,4,4,5,4,3,2,2,3,3170003,0
4,7,4,5,5,2,2,0,0,1,1,1,2,2,2,1,2,1,2,2,3,3,2,3,3,4,4,3,3,3,2,2,3,2,2,3,2,3,3,3,4,4,4,4,3,3,3,3,2,3180003,0
4,7,4,1,5,2,3,0,0,1,1,1,3,3,3,2,3,4,3,4,3,3,3,2,3,4,3,4,3,3,3,4,4,4,4,4,3,3,3,4,5,4,5,4,3,3,3,4,3,3190002,0
4,7,4,2,5,3,3,0,0,1,1,1,4,3,4,3,3,3,3,3,2,2,3,3,3,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,5,4,5,4,3,3,4,4,4,3190003,1
4,8,4,1,5,3,3,0,0,1,2,2,3,3,4,3,3,3,4,4,4,4,3,3,2,5,4,4,5,4,4,5,4,4,3,3,3,4,3,3,2,4,2,3,3,3,4,3,3,3240001,0
4,7,4,4,6,2,2,0,0,1,1,1,4,3,4,4,4,5,4,4,4,3,4,4,4,4,4,3,4,5,4,4,4,5,4,3,3,3,3,5,5,5,5,4,4,4,3,3,4,3250001,0
,7,4,5,6,2,2,1,1,1,1,2,5,4,4,4,4,4,4,3,4,4,4,4,5,4,4,3,4,5,4,4,5,4,4,4,3,4,4,4,5,5,4,4,4,4,3,3,3,3250002,0
5,7,4,5,6,3,2,0,0,2,1,2,5,4,4,5,5,5,4,4,5,5,5,5,5,4,5,5,4,4,5,4,4,5,5,4,4,3,3,4,5,3,4,4,4,4,5,4,4,3260001,0
,8,4,4,4,3,2,2,2,5,2,2,5,4,4,4,5,4,4,4,4,5,4,3,4,4,5,5,4,4,3,4,4,5,4,3,3,4,4,5,5,5,5,5,4,5,4,3,4,3270002,0
3,7,4,5,6,3,3,4,1,2,2,2,3,4,4,4,5,4,4,3,4,4,3,3,3,4,5,5,5,4,4,5,4,4,3,4,4,4,3,4,5,5,4,4,3,3,2,2,2,3280002,1
4,7,4,5,6,2,2,0,0,1,2,1,3,3,3,2,2,3,4,3,4,4,4,3,3,5,5,5,4,4,4,3,4,4,4,4,3,4,4,5,4,4,5,4,4,4,3,3,4,3300001,1
4,7,4,5,6,3,1,0,0,1,2,1,3,3,4,3,3,3,3,2,4,3,2,2,2,4,4,4,3,4,4,4,4,4,4,4,5,4,3,5,4,5,5,5,4,4,5,4,4,3300002,1
2,6,4,1,3,3,3,1,2,2,1,1,5,4,4,4,4,5,5,5,5,4,4,5,5,4,5,5,5,5,5,4,4,4,5,4,4,3,4,4,4,5,5,5,5,5,4,4,4,3300003,0
5,7,4,1,6,2,3,4,4,2,2,2,5,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,4,4,3,4,5,4,4,4,3,3,3,5,4,4,5,4,4,4,3,3,4,3310001,0
,5,4,5,6,2,2,0,0,1,1,1,3,3,3,3,2,3,4,4,4,4,3,3,2,4,4,4,4,3,4,3,3,3,4,2,2,2,2,3,4,3,5,3,4,4,5,5,5,3350001,0
3,4,4,5,6,1,1,0,0,1,1,1,3,3,4,4,4,4,5,4,4,3,3,3,1,4,4,3,4,4,3,3,3,3,2,2,1,1,2,5,5,5,5,4,4,5,4,4,3,3350002,0
,11,4,2,5,2,2,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3390101,0
,11,4,2,5,1,1,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,3390102,0
,11,4,1,3,2,2,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3390104,0
,3,4,2,2,1,1,0,0,1,1,1,3,3,3,3,3,2,2,3,3,2,2,3,3,4,4,4,3,3,2,2,3,3,3,3,3,3,3,5,4,5,4,5,3,2,2,2,3,3390105,0
1,8,4,5,6,1,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,4,4,4,4,4,3420001,1
1,6,4,6,3,2,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3420003,0
7,7,4,1,3,1,2,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5,5,5,3420004,0
,4,4,1,6,1,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,3,2,2,3,3440001,1
1,5,3,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,4,4,4,4,4,3440002,1
1,3,3,1,3,2,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,4,4,4,2,2,3440003,1
,5,3,4,3,4,2,1,1,1,1,1,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,2,3,3,3,2,2,2,3460003,0
,4,3,2,2,3,2,1,1,1,1,1,4,4,4,4,4,4,5,5,5,5,4,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,2,2,2,3460004,1
,7,4,5,4,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3720003,0
,7,4,5,3,3,3,0,0,1,1,1,4,4,3,3,3,5,5,5,3,2,2,2,2,5,5,4,4,4,4,4,3,3,3,3,3,3,3,5,5,4,4,4,4,3,4,4,4,3730004,0
4,9,4,1,6,4,4,1,1,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,3,3,3990001,0
4,9,4,1,3,2,2,2,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,4,4,4,3990003,0
2,10,4,1,5,3,2,1,1,1,1,1,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,3,4,3,3,4,4,3,4060001,1
1,6,4,1,6,2,1,3,2,1,1,1,5,5,5,5,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4060002,1
,3,4,1,2,1,1,0,0,1,1,1,4,4,4,4,3,1,1,2,2,4,4,1,4,5,5,5,5,5,4,2,5,5,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,4060004,1
3,5,2,2,6,3,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,4,2,4,3,3,3,3,3,4,4,4,4,3,4080001,1
,5,2,4,5,2,2,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,3,3,2,2,2,4080002,0
,3,2,1,6,1,1,2,2,1,3,1,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,3,5,3,5,3,4,4,2,3,4110002,0
4,5,2,5,3,4,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,5,4,5,5,4,4110004,0
4,8,4,2,5,2,1,1,1,1,1,1,1,5,5,5,2,5,5,5,5,5,5,5,2,5,2,2,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,3,2,3,3,4,4140001,0
4,5,4,2,5,2,1,1,1,1,1,1,1,5,5,5,2,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,3,2,3,3,4,4140002,0
,5,4,2,2,1,1,1,1,1,1,1,4,4,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4,5,5,5,5,5,4,4,4,4,4,4140003,0
,4,4,2,2,1,1,1,1,1,1,1,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4,5,5,5,5,5,4,4,4,4,4,4140004,0
,5,4,5,6,2,2,0,0,1,1,1,3,3,3,2,3,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,4,3,4,3,4,4,3,3,3,4220001,1
,5,4,1,6,2,2,0,0,1,1,1,4,4,4,4,4,4,4,3,3,3,3,3,2,4,4,3,4,3,3,3,3,3,2,2,2,2,2,5,5,5,5,5,4,5,4,4,4,4220002,1
,7,4,1,6,3,3,0,0,1,1,1,4,4,4,4,4,4,4,4,3,3,4,3,3,5,5,5,4,4,5,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,4,3,3,4240002,1
,7,4,1,3,4,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,3,4,3,4,5,5,4,4,4,5,5,4,4,5,5,4,4,4,5,5,4,4,3,4,4,3,3,4240003,0
3,6,4,6,3,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,4250003,1
,5,3,5,7,3,2,3,3,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,4270001,1
,11,4,3,6,2,1,4,3,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,3,3,4,4280001,1
1,4,4,5,5,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4280002,0
,7,4,1,5,3,3,3,3,3,4,1,4,4,4,3,4,4,4,4,4,3,4,4,4,5,5,4,4,4,5,4,4,4,4,4,3,4,4,5,5,5,5,5,4,4,3,4,4,4290003,0
3,8,4,4,3,3,3,3,3,3,4,3,4,5,4,5,5,5,5,4,4,4,4,4,4,5,5,5,4,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,3,4,4330003,0
3,6,3,1,5,3,2,0,0,1,3,2,4,4,4,4,4,4,4,4,4,3,3,4,3,5,5,4,4,4,4,4,4,4,4,4,3,4,3,5,5,4,5,5,4,3,3,3,3,4340001,1
3,6,3,1,5,2,2,3,3,2,2,1,5,5,5,4,5,5,4,3,3,3,3,3,3,5,5,5,5,5,4,5,4,4,4,4,4,3,3,5,5,4,5,5,3,4,3,3,3,4340002,1
3,6,4,1,5,2,2,0,0,1,1,1,4,5,4,4,4,4,4,4,4,4,3,4,4,5,5,4,5,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,4,4,3,3,3,4390001,1
3,6,4,1,5,3,1,0,0,1,1,1,4,4,4,4,4,3,3,3,3,3,3,2,3,5,5,5,4,5,4,4,3,3,3,3,3,2,3,4,5,5,5,4,3,4,3,3,3,4390002,1
3,7,4,2,5,3,3,1,1,1,1,2,4,5,4,4,3,4,4,4,3,4,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,5,4,3,2,2,3,3,4430001,0
5,7,4,1,5,3,4,4,4,4,4,4,5,5,4,4,4,4,5,4,3,4,4,3,4,5,4,5,5,5,4,4,4,4,4,5,4,4,4,4,5,4,4,3,3,3,3,3,3,4430002,0
3,5,4,6,6,3,3,0,0,1,1,1,3,3,5,5,4,3,3,3,3,4,3,3,3,5,5,5,4,3,3,2,2,2,3,3,2,3,3,4,5,4,5,4,3,4,4,4,4,4470002,0
1,6,4,6,5,3,2,0,0,1,1,1,3,3,5,4,3,4,4,4,3,3,3,3,3,4,4,4,5,4,3,4,4,3,3,3,3,4,3,4,5,4,4,4,3,4,3,4,4,4500001,0
1,6,4,6,5,2,2,0,0,1,1,1,3,3,5,4,3,4,4,4,3,3,4,3,3,4,4,4,5,4,4,3,2,2,3,3,2,2,3,4,5,3,4,4,3,4,3,4,4,4500002,0
1,6,4,6,7,2,2,0,0,1,1,1,3,3,4,4,3,4,4,4,3,4,4,4,4,5,5,5,4,4,5,4,4,4,4,3,3,3,3,4,5,4,4,3,3,4,2,3,3,4520001,0
3,6,4,6,6,2,2,0,0,1,1,1,3,3,4,5,4,3,3,4,4,4,3,3,3,4,4,4,3,3,4,4,4,3,3,3,3,3,3,4,5,4,4,4,3,4,3,4,4,4520002,1
4,7,4,2,3,3,3,0,0,1,1,1,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,3,4,4,4,4,2,3,3,3,4,4,3,3,3,4570003,0
,3,3,5,5,4,3,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5,4,5,4,5,4,4,4,4,4,4610001,1
,2,3,1,6,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,4,4,4,4610002,0
,4,2,1,2,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,2,2,2,2,2,4690003,1
,6,4,5,4,1,1,0,0,1,1,3,4,5,5,5,4,4,4,5,5,5,5,3,4,5,5,5,5,5,4,4,5,5,3,3,4,3,3,4,4,4,4,4,4,4,4,4,5,4730003,0
3,6,4,5,3,3,1,1,1,1,4,3,4,5,5,4,4,4,5,4,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,3,3,4,3,4,4730004,0
5,7,4,1,8,4,2,2,1,1,1,1,3,3,3,3,3,2,2,4,4,3,2,2,2,5,5,5,5,4,5,5,4,4,5,4,3,3,4,4,3,4,2,3,2,2,2,2,2,4820001,0
5,4,4,1,5,3,1,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,3,3,1,1,1,2,4820002,0
4,6,4,1,5,4,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,4,4,2,3,2,4,4980001,0
4,5,3,1,4,3,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,2,2,3,2,2,2,3,4980002,1
,2,2,1,2,1,1,0,0,1,1,1,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,1,1,3,1,3,1,2,1,1,2,4980003,1
3,7,3,5,5,3,3,0,0,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,3,4,4,4,4,3,4990001,0
,3,4,5,5,3,2,2,2,1,3,1,4,4,4,4,4,4,5,5,5,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,2,4,2,2,2,2,3,3,2,4990002,0
,6,4,1,2,2,1,0,0,1,1,1,3,5,5,5,5,1,1,5,5,5,2,5,3,5,5,5,5,5,3,3,5,5,5,3,5,5,5,1,1,1,1,1,5,3,3,1,1,4990003,1
,6,3,1,6,2,2,1,1,1,1,1,5,5,4,4,4,5,5,5,5,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3,4,4,5010003,1
3,3,4,2,7,3,3,0,0,1,1,1,3,4,3,3,4,3,3,4,3,4,4,3,4,4,4,3,4,4,3,4,5,4,3,4,5,4,4,4,5,5,4,5,4,5,4,3,4,5030001,1
3,3,4,2,7,2,3,0,0,1,1,1,4,4,3,4,4,4,5,4,3,4,4,5,4,4,4,3,4,4,5,4,4,3,4,4,3,4,4,5,3,4,4,4,4,3,4,3,4,5030002,0
,8,4,1,6,3,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,3,4,4,4,5090001,1
,6,4,1,6,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,3,3,3,3,3,4,3,3,3,5090002,1
,9,4,1,4,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,2,2,1,5190002,0
,6,2,5,6,1,1,1,1,1,1,1,3,2,3,3,1,1,1,2,2,1,1,1,1,5,5,5,3,4,5,5,3,3,3,2,2,2,4,4,4,5,4,5,2,2,2,2,2,5220002,0
,5,4,1,3,3,2,4,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,3,3,3,2,2,5220008,0
1,1,4,1,4,3,2,2,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,3,3,3,2,5220101,1
2,5,2,1,4,4,2,0,0,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,3,4,4,5,4,4,5220102,1
,4,4,5,4,2,2,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,5220201,0
,5,4,1,4,4,4,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,5,4,3,3,4,4,5220301,0
7,6,3,4,4,3,2,4,2,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5220302,0
3,8,4,1,3,2,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5220401,0
3,5,4,3,3,4,4,0,0,1,1,1,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,4,5260004,0
3,5,4,1,4,3,3,0,0,1,1,1,5,4,5,5,5,4,4,5,5,5,5,5,5,5,4,4,5,5,4,4,5,4,4,5,4,4,4,5,5,5,4,5,5,5,5,4,4,5280003,1
1,4,3,3,7,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,2,2,1,1,3,1,3,3,3,5,5,5,4,5,4,4,4,3,3,5320001,1
2,4,3,3,6,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,4,4,2,2,4,4,4,4,4,5,5,5,4,5,4,4,3,3,4,5320002,1
1,5,4,3,3,3,3,0,0,1,1,1,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,5320004,0
1,6,4,3,7,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,3,3,2,2,2,4,4,4,3,4,5,5,5,4,5,5,4,4,4,4,5340001,0
1,6,4,3,6,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,3,2,1,1,1,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,5340002,0
1,7,4,3,4,3,3,0,0,3,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4,4,5340003,0
3,6,4,3,4,3,3,0,0,1,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,4,4,5,5,5,5350003,0
