p__d26058,p__c01002,p__a03002,p__d26007,p__age,p__k02006,p__k02007,p__d14002,p__d14004,p__d14005,p__d14008,p__d14011,p__d25040,p__d25041,p__d25042,p__d25045,p__d25047,p__d25048,p__d25049,p__d25052,p__d25053,p__d25056,p__d25057,p__d25058,p__d25060,p__d25062,p__d25064,p__d25065,p__d25066,p__d25070,p__d25072,p__d25073,p__d25076,p__d25077,p__d25080,p__d25081,p__d25082,p__d25083,p__d25085,p__d23003,p__d23005,p__d23006,p__d23007,p__d23008,p__n01038,p__n01041,p__n01042,p__n01043,p__n01047,pid,is_churned
,3,2,1,2,2,1,0,0,1,3,1,5,5,5,5,4,3,3,5,5,5,3,3,2,5,5,5,5,5,5,4,5,5,5,3,5,3,4,5,5,5,5,4,3,2,1,1,2,27560004,0
6,3,2,6,6,1,1,4,4,1,1,1,2,2,5,5,2,5,4,5,5,3,3,4,3,5,5,5,5,5,5,5,5,5,4,2,4,2,5,3,3,3,3,3,3,3,3,3,3,27600001,0
6,2,2,5,6,2,1,1,1,1,1,1,4,4,4,4,3,4,4,3,4,2,4,2,4,5,5,5,5,5,4,4,2,2,4,4,4,4,4,4,4,5,4,5,4,4,3,3,4,27600002,0
6,5,4,2,3,1,1,1,1,1,3,1,4,5,4,5,2,5,5,5,5,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,2,4,4,2,2,1,1,3,27600003,0
3,9,4,1,3,3,3,4,1,1,2,1,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,5,5,5,3,5,27610002,1
3,6,4,2,4,3,2,0,0,1,1,1,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,3,2,3,3,4,2,2,3,27790002,1
3,3,3,2,5,4,4,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,27810001,0
3,2,3,1,5,2,2,0,0,1,1,1,4,5,4,5,4,5,5,5,5,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,27810002,0
3,8,4,1,5,2,3,0,0,1,1,1,3,3,4,3,3,3,3,4,4,4,3,3,3,4,5,4,3,4,4,4,3,3,3,4,4,3,3,3,2,4,2,3,3,3,4,4,3,27860001,0
3,8,4,1,5,3,3,0,0,1,1,1,3,3,4,3,3,3,3,4,4,4,3,3,3,5,4,4,4,4,4,3,4,4,3,3,3,4,3,3,2,4,2,3,3,3,4,3,3,27860002,0
,4,4,6,5,2,2,0,0,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,5,3,3,2,3,3,3,1,1,1,1,1,1,1,5,3,5,3,5,4,4,4,4,3,27870001,0
3,5,4,6,5,2,2,0,0,1,1,1,2,2,5,5,2,1,1,1,1,1,2,1,1,5,3,3,4,4,4,1,1,2,2,1,2,2,2,4,5,4,5,4,3,4,4,4,4,27900002,0
3,8,4,1,3,3,2,3,3,3,3,1,4,4,3,4,3,4,4,4,4,3,3,3,3,5,5,5,5,5,4,4,4,4,3,3,3,3,3,5,5,5,5,5,4,3,4,3,3,27910003,0
3,7,4,1,5,3,2,0,0,3,3,1,5,5,5,4,5,5,5,4,4,4,4,3,4,5,5,5,5,5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,4,3,3,4,3,27920001,0
,10,4,1,7,2,1,0,0,4,1,1,3,5,4,4,3,5,5,5,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,3,5,5,5,4,4,5,5,4,27940001,0
,3,2,1,6,2,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,27940002,0
,5,1,1,4,4,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,27940003,0
6,4,2,1,4,2,1,0,0,1,3,1,3,5,3,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,3,5,5,5,4,5,5,4,3,3,4,4,27940004,0
2,3,4,2,5,2,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,28010001,1
2,3,4,1,5,2,2,4,1,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,4,3,28010002,1
3,11,4,1,5,2,4,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,5,4,4,5,28050001,0
2,6,4,1,5,2,1,1,1,1,1,1,3,4,4,4,3,4,4,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,3,4,4,3,3,3,3,3,3,28050002,0
,6,4,1,2,4,2,0,0,1,1,1,3,5,4,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,5,5,4,4,28050004,1
4,1,4,6,6,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,1,4,4,4,3,3,3,3,3,28070001,1
4,1,4,5,5,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,2,1,5,1,2,1,1,5,2,5,2,5,3,3,3,3,3,28070002,1
4,4,4,5,3,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,3,3,3,3,3,3,3,28070003,0
4,2,4,5,3,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,3,3,3,3,3,3,3,28070004,0
,5,2,4,6,2,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,4,4,4,3,3,3,28140001,0
,3,2,4,6,2,1,0,0,1,4,1,5,5,5,5,3,5,5,5,5,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,5,5,5,5,5,28140002,1
,4,4,1,3,2,2,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,28140003,0
2,6,2,2,7,1,1,0,0,1,1,1,3,5,2,5,2,1,1,4,4,5,3,2,1,5,5,5,3,5,2,2,3,3,3,2,5,3,4,3,4,4,4,5,3,5,5,5,4,28260001,0
1,6,3,2,3,1,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,28260003,0
1,3,2,1,3,1,1,0,0,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,28260004,0
4,4,4,5,6,2,1,0,0,1,1,1,1,5,4,4,1,5,5,5,5,3,4,4,1,5,5,4,4,5,5,5,4,4,4,4,2,2,2,5,2,4,4,3,3,4,3,3,3,28280002,1
2,6,2,5,3,3,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,28280004,1
,9,4,2,3,3,3,0,0,1,1,1,4,4,4,5,2,4,4,4,4,2,2,3,2,5,5,5,5,5,4,4,4,4,4,4,3,4,2,4,4,4,3,3,2,2,2,2,2,28290004,0
4,8,4,1,3,3,3,3,2,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,4,4,4,4,28310003,0
3,3,3,1,2,4,4,1,1,1,1,1,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,28320003,0
4,5,1,1,6,2,2,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,28350002,1
,2,2,1,5,3,2,0,0,1,1,1,3,5,4,4,3,2,3,3,3,4,4,2,3,4,4,4,5,5,3,3,4,4,3,3,4,3,4,5,5,5,5,4,5,5,5,4,5,28500001,0
,2,2,1,5,2,2,1,2,1,4,1,4,5,4,5,4,5,5,5,5,5,3,3,3,5,5,4,5,5,5,5,5,4,3,4,5,3,3,5,2,5,4,4,5,5,4,4,5,28500002,0
,2,2,1,2,3,3,3,3,2,4,1,5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,4,5,4,5,5,5,28500004,1
3,7,4,1,6,3,3,0,0,1,1,1,4,5,4,4,4,4,4,4,4,3,3,3,3,4,4,4,5,4,4,4,3,4,4,4,3,3,3,5,5,4,5,5,4,4,3,4,4,28570001,0
3,7,4,1,6,3,2,2,3,3,3,2,4,5,5,4,4,4,4,4,4,3,3,3,3,5,5,4,4,4,3,4,4,4,4,3,3,3,3,4,5,4,5,4,4,4,3,4,3,28570002,0
3,7,4,1,3,3,2,0,0,1,1,1,5,5,4,5,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,5,4,4,3,3,3,28580005,0
3,4,2,2,3,3,1,1,1,1,4,1,4,5,4,5,4,4,4,4,4,5,4,5,3,5,5,4,4,4,4,3,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,28610004,0
2,6,3,1,3,3,3,5,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,28620003,0
2,1,2,1,5,1,1,1,1,1,1,1,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,28640001,0
1,2,2,2,5,2,1,2,2,1,2,1,4,4,3,5,2,4,4,5,5,4,4,4,2,5,5,4,3,4,4,4,4,4,3,3,3,3,2,4,3,4,4,4,2,2,3,2,2,28640002,0
,1,2,1,2,2,1,0,0,1,1,1,3,4,3,4,4,1,1,3,3,3,2,4,2,5,5,5,3,3,1,1,3,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,28640003,0
4,8,4,1,4,3,2,0,0,1,1,1,3,3,4,4,5,5,4,4,3,3,4,4,5,4,4,5,5,4,4,5,5,4,4,5,5,4,5,4,5,5,4,4,3,3,4,3,4,28700002,0
7,3,4,3,3,3,1,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,4,4,4,3,28850004,0
5,5,4,4,3,3,1,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,28850101,0
3,9,4,1,4,3,1,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,28850102,0
2,7,4,2,3,2,1,0,0,1,1,1,4,5,5,5,4,4,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,1,2,1,3,3,4,4,4,28930003,1
4,6,4,3,5,4,4,0,0,1,1,1,4,4,5,5,4,4,4,4,4,3,3,4,4,4,4,5,5,4,4,4,3,3,4,4,5,5,4,4,5,4,5,5,4,4,5,5,4,28940001,1
3,7,4,1,5,3,1,4,2,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,2,4,28950002,0
,4,2,1,2,1,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,3,3,3,2,2,28950003,1
8,9,4,1,5,2,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,28960002,0
,7,4,1,5,2,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,3,5,1,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,2,5,3,5,3,3,4,3,4,28990001,0
4,7,4,4,3,2,2,0,0,1,3,3,5,5,5,4,5,5,5,4,4,4,4,4,4,5,5,5,4,4,5,4,5,5,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,29170004,0
1,7,4,1,3,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,29220003,1
2,2,2,1,3,4,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,3,3,29220004,1
3,9,4,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,2,3,29250003,0
,8,4,5,3,2,3,0,0,1,1,1,3,3,4,2,3,4,3,4,4,4,5,3,2,3,4,4,4,3,4,5,4,4,3,4,5,4,4,4,4,4,5,3,3,4,3,4,4,29250004,1
5,6,4,5,5,3,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,29490001,0
5,3,2,5,2,2,2,0,0,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,3,4,3,3,29490004,1
3,9,4,5,6,3,3,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,29500001,1
1,7,4,7,6,2,2,0,0,1,2,1,3,3,3,3,3,3,3,3,3,2,2,3,2,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,29500002,0
,6,3,1,5,3,2,0,0,1,1,1,2,2,3,3,2,1,2,1,1,1,2,1,1,4,5,4,5,4,5,4,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,29550003,0
5,9,4,2,5,4,2,3,3,1,3,2,3,4,3,4,3,4,4,4,3,2,2,3,3,4,4,4,5,5,4,4,4,3,3,2,3,4,3,4,4,3,5,4,3,3,2,3,2,29620001,0
4,5,4,3,5,4,3,0,0,1,1,1,3,4,3,4,4,4,3,4,4,2,2,3,3,4,4,3,3,4,4,3,4,3,2,3,3,4,4,4,4,4,3,3,4,4,3,2,3,29620002,0
3,5,4,1,7,1,1,0,0,1,1,1,4,3,3,3,2,3,2,2,1,1,1,1,1,5,5,5,5,4,4,4,3,3,4,2,1,1,1,5,4,4,4,4,4,4,3,3,4,29640002,0
3,5,3,1,5,3,3,0,0,2,2,1,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,4,4,5,4,4,3,4,4,4,4,5,5,4,5,5,4,3,29690003,0
,4,3,2,5,3,2,0,0,1,1,1,5,5,5,5,4,5,5,4,4,5,4,4,4,5,5,5,5,4,4,5,4,4,5,4,4,4,4,4,4,4,5,4,4,5,5,4,4,29690004,1
3,6,4,1,4,3,2,0,0,1,1,1,4,5,4,3,4,4,5,4,4,5,4,4,5,5,4,5,5,4,4,5,5,4,5,4,4,5,5,5,4,4,5,5,4,4,5,4,4,29700004,0
,10,3,3,2,2,2,0,0,1,1,1,5,5,5,5,5,2,4,4,4,3,4,5,4,4,5,5,5,2,2,5,4,4,4,5,3,3,4,3,3,3,3,2,2,2,2,2,2,29720003,0
3,7,3,2,6,4,2,2,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,3,2,3,2,2,3,29780002,0
3,4,4,1,6,1,1,0,0,1,1,1,2,2,2,3,2,4,3,3,2,2,1,2,2,5,5,5,4,5,4,4,4,3,3,2,1,2,2,4,4,5,4,4,4,4,3,4,4,29820002,1
3,5,3,1,3,2,2,0,0,1,1,1,5,5,4,5,4,4,5,4,4,5,4,4,4,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,2,3,3,3,3,3,2,2,3,29820003,1
4,7,4,1,6,1,1,0,0,1,1,1,3,3,4,4,3,4,4,3,3,4,4,3,4,4,5,5,4,4,5,5,4,4,5,4,4,5,5,3,4,4,3,3,3,3,4,4,3,29890002,1
2,3,2,1,6,3,3,0,0,1,1,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,3,3,4,4,3,5,29920001,1
,3,3,5,2,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,3,2,3,29930004,1
3,7,4,2,5,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,4,4,4,4,29970001,0
3,6,2,3,5,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,4,3,3,3,3,3,29970002,0
,6,2,1,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,29970003,0
3,7,4,1,5,3,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,29990001,1
3,4,2,2,7,4,4,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,30010001,0
3,4,2,2,6,2,1,1,1,1,1,1,5,5,5,5,2,5,3,4,3,3,2,2,2,5,5,5,5,5,5,3,3,3,4,2,3,2,4,4,4,5,4,5,4,3,3,3,4,30010002,0
3,5,4,1,4,4,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,4,3,3,3,2,4,30010004,1
3,8,4,5,5,3,2,0,0,1,1,1,5,4,4,5,5,4,4,5,4,4,5,5,4,5,5,4,4,3,3,4,4,5,4,4,5,5,4,3,4,4,3,3,4,4,3,3,4,30130001,0
3,6,4,5,5,2,1,0,0,1,1,1,5,4,5,5,4,4,5,5,4,4,5,4,5,5,4,4,5,5,4,4,3,3,4,5,5,4,5,3,4,4,3,3,4,4,5,5,4,30130002,0
,6,3,5,6,1,2,0,0,1,1,1,3,4,4,3,3,4,4,3,4,4,3,4,3,5,5,4,3,3,4,3,3,3,4,4,3,3,3,4,5,4,5,5,5,4,4,5,4,30140001,1
,5,3,5,6,1,1,0,0,1,1,1,3,4,3,3,2,2,3,3,2,2,3,3,2,5,5,3,3,2,2,3,3,2,2,1,1,2,1,3,4,4,3,3,4,4,3,3,4,30140002,1
,5,4,6,6,3,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,3,2,2,3,2,30210001,0
1,6,4,1,3,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,4,4,3,2,2,3,3,30210004,0
3,6,4,6,5,3,3,0,0,1,1,1,3,3,5,4,4,4,4,4,3,3,4,3,3,4,4,4,5,4,4,3,2,2,3,3,2,3,3,4,5,3,5,4,3,4,4,4,4,40060002,0
3,7,4,1,5,3,2,3,3,3,3,1,5,5,5,5,4,4,4,4,4,3,3,3,3,5,5,5,4,5,4,4,4,4,3,3,3,3,3,5,5,5,5,5,4,3,3,4,3,40080001,0
3,7,4,1,5,2,2,0,0,4,3,3,4,5,4,5,5,4,4,4,4,3,3,3,3,5,5,5,5,4,4,4,4,4,3,3,3,3,3,5,5,5,5,5,4,4,4,3,4,40080002,0
3,7,4,3,6,3,3,0,0,1,1,1,4,4,3,3,3,3,4,5,4,4,3,4,4,4,5,4,3,4,4,4,3,3,3,3,4,4,4,4,4,5,4,4,3,3,4,4,4,40110001,0
3,6,4,5,6,3,4,0,0,1,1,1,4,3,4,4,3,4,4,3,5,3,4,3,3,4,4,3,3,3,3,4,3,3,3,4,3,3,3,4,5,5,5,5,4,3,4,4,4,40110002,0
1,7,4,6,5,3,3,0,0,1,1,1,4,4,3,3,3,4,4,3,3,3,4,3,3,4,4,3,3,4,4,4,3,3,4,4,4,3,3,4,5,5,5,5,4,4,3,4,4,40120001,0
1,6,4,6,5,3,3,0,0,1,1,1,4,3,4,4,4,3,3,4,3,4,4,3,3,4,5,4,3,4,4,4,3,4,5,4,3,4,4,4,5,5,5,5,4,4,3,4,4,40120002,0
3,7,4,3,6,3,3,0,0,1,1,1,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,5,4,3,4,4,3,4,4,4,3,3,4,3,3,2,3,4,3,3,40140001,1
3,6,4,6,6,3,3,0,0,1,1,1,4,3,4,5,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,5,4,3,4,4,3,4,5,5,5,5,4,4,4,3,4,40140002,0
2,7,4,3,6,2,2,0,0,1,1,1,3,4,4,4,3,3,4,3,4,4,4,3,4,4,4,3,3,3,4,3,3,3,4,4,3,3,3,3,3,4,3,4,2,3,3,3,3,40160001,0
,3,3,4,7,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,3,5,3,4,3,1,2,1,1,1,40190001,1
2,6,4,2,5,4,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,2,4,4,3,4,2,2,40190002,0
3,7,4,3,6,2,2,0,0,1,1,1,3,4,4,4,3,4,4,5,4,3,3,4,4,4,4,4,5,4,3,3,3,3,4,3,4,3,3,3,3,4,3,4,2,3,3,4,3,40240001,0
3,7,4,2,5,3,2,0,0,2,2,1,4,4,5,4,4,3,3,4,4,4,3,4,4,3,4,4,4,3,3,4,5,4,3,4,4,3,3,5,4,4,5,4,3,4,4,3,3,40240002,0
3,7,4,3,6,2,2,0,0,1,1,1,3,4,4,4,3,4,4,4,5,4,4,3,4,4,4,4,5,4,4,3,4,3,4,4,5,4,3,3,3,4,3,4,2,3,3,4,3,40290001,1
2,7,4,2,5,3,2,0,0,2,2,1,4,4,5,4,4,3,3,3,4,4,4,3,3,3,4,4,4,3,3,4,5,4,4,3,3,4,4,5,4,4,5,4,3,4,4,3,2,40290002,0
3,6,3,1,6,2,2,0,0,1,1,1,5,5,5,5,5,5,4,2,2,1,2,1,1,5,5,5,5,5,4,4,2,2,1,1,1,1,1,5,5,5,5,5,4,5,4,3,4,40310001,0
3,5,3,1,5,2,1,0,0,1,1,1,4,4,4,4,4,4,4,3,3,2,2,2,2,5,5,4,5,4,5,4,4,4,3,3,3,3,3,5,5,5,5,5,4,4,3,3,3,40310002,0
3,4,3,1,2,2,1,0,0,1,1,1,3,3,3,4,3,2,2,3,3,1,2,2,2,4,5,4,4,4,3,2,3,3,2,2,1,1,2,3,4,4,4,4,3,2,2,3,3,40310003,0
3,6,4,6,5,2,2,0,0,1,1,1,3,3,3,4,3,3,3,3,3,4,4,3,3,4,4,4,3,3,3,3,4,5,3,3,3,4,3,4,4,4,5,4,4,4,3,4,4,40340002,0
2,7,4,2,5,2,2,0,0,1,1,1,4,4,3,4,4,5,4,4,3,4,4,5,4,4,5,4,4,4,3,3,4,5,4,4,3,3,3,5,4,5,4,4,3,4,4,3,3,40350001,1
2,7,4,1,5,2,3,0,0,1,2,2,3,4,4,5,4,4,4,3,4,4,4,5,4,4,5,4,4,4,3,4,4,5,4,3,3,3,3,5,5,5,5,4,3,4,4,3,3,40350002,1
3,8,3,1,4,2,2,0,0,2,2,2,4,4,5,4,4,5,4,4,4,3,4,4,5,4,5,5,5,4,4,4,3,3,4,4,4,5,3,5,5,5,5,4,3,3,3,4,3,40360002,0
2,7,4,3,5,2,2,0,0,1,1,1,3,4,4,4,3,4,4,5,4,4,3,4,4,4,4,4,5,4,4,3,3,3,4,4,5,4,3,3,3,4,3,4,2,3,3,4,3,40370001,0
2,7,4,2,5,3,2,0,0,2,2,1,4,4,5,4,4,3,3,3,4,4,4,4,3,3,4,4,4,3,3,4,5,4,4,3,3,4,4,5,4,4,5,4,3,4,4,3,2,40370002,0
,8,4,1,4,3,2,0,0,1,1,1,5,5,5,5,5,5,4,4,4,3,3,3,3,4,5,4,5,4,4,4,4,4,3,3,4,4,3,5,5,5,4,5,4,3,4,4,4,40400004,0
3,7,2,4,5,3,2,0,0,1,1,1,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,4,2,4,3,4,4,3,2,2,4,40430001,0
3,6,2,4,5,2,2,3,3,1,3,3,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,4,40430002,0
,8,4,1,5,3,1,0,0,1,1,1,4,5,5,4,5,4,4,3,3,3,3,3,3,4,5,4,4,4,4,4,4,4,3,3,3,3,3,5,5,5,5,5,3,2,3,2,3,40460004,1
3,7,4,1,5,3,2,0,0,1,1,1,5,5,5,4,4,4,4,4,4,3,3,3,3,5,5,5,4,5,4,4,4,4,4,5,4,4,4,5,4,4,5,4,3,4,4,3,3,40530001,0
3,6,4,1,5,3,2,0,0,1,1,1,4,4,4,5,4,4,4,3,3,3,3,3,3,5,5,4,4,4,3,3,3,3,3,3,3,3,3,5,5,4,5,5,4,3,3,3,3,40530002,0
3,8,4,3,6,2,2,3,3,1,1,1,4,4,4,4,4,4,4,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,3,2,2,2,5,5,4,4,5,3,2,2,2,2,40550001,1
1,5,3,3,6,2,2,0,0,1,1,1,4,4,3,3,3,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,3,2,2,2,2,5,5,4,4,5,3,2,2,2,3,40550002,1
3,6,4,5,5,2,3,0,0,1,1,1,4,4,3,4,5,4,3,3,3,3,4,4,3,4,4,3,4,3,3,3,4,4,4,3,3,3,3,5,5,4,5,4,4,3,4,4,4,40570001,0
,7,4,1,4,3,2,0,0,1,1,1,4,5,5,4,4,4,4,4,4,3,3,3,3,5,5,5,4,5,4,4,4,4,3,3,3,3,3,4,4,5,5,4,4,4,3,4,4,40600002,0
2,7,4,3,4,2,2,0,0,1,1,1,3,4,4,4,3,3,4,3,4,3,4,4,3,4,4,4,5,4,3,4,3,3,3,4,3,3,3,3,3,4,3,4,2,3,3,4,3,40610004,0
