p__i02001,p__i02003,p__c02003,p__c05049,p__c05050,p__c05051,p__l01001,p__j01001,p__a03024,p__a03026,p__d01001,p__d11001,p__d28001,p__d08001,p__d22001,p__d10001,p__d12001,p__a03032,p__d02001,p__d05001,p__d29001,p__d26058,p__c01002,p__a03002,p__d26007,p__age,p__k02006,p__k02007,p__d14002,p__d14004,p__d14005,p__d14008,p__d14011,p__d25040,p__d25041,p__d25042,p__d25045,p__d25047,p__d25048,p__d25049,p__d25052,p__d25053,p__d25056,p__d25057,p__d25058,p__d25060,p__d25062,p__d25064,p__d25065,p__d25066,p__d25070,p__d25072,p__d25073,p__d25076,p__d25077,p__d25080,p__d25081,p__d25082,p__d25083,p__d25085,p__d23003,p__d23005,p__d23006,p__d23007,p__d23008,p__n01038,p__n01041,p__n01042,p__n01043,p__n01047,p__c01001,p__a03038,p__l01037,p__d26039,p__d26043,pid,is_churned
1.0,1.0,1.0,1,2,2,2,2,1.0,1.0,17.0,1,2.0,1,1,2,1,2.0,1,1,1.0,3.0,6.0,4.0,1.0,3,4.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,55.0,7.0,,120.0,180.0,890004,0
1.0,1.0,1.0,2,2,2,1,2,1.0,1.0,17.0,1,2.0,1,1,2,1,2.0,1,1,2.0,1.0,6.0,4.0,1.0,6,3.0,2.0,0.0,0.0,1.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,4,5.0,5.0,5.0,5.0,4.0,55.0,4.0,60.0,120.0,120.0,900002,0
1.0,1.0,1.0,2,2,1,2,2,1.0,1.0,17.0,1,2.0,1,1,2,1,2.0,13,1,2.0,1.0,7.0,4.0,2.0,4,3.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5,4,4,5,5,4,4,4,4,5,5,5,5,5,4,5,4,5,5,5.0,5.0,4.0,4.0,5.0,69.0,2.0,,90.0,90.0,900003,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,17.0,1,2.0,1,1,2,1,2.0,1,1,2.0,4.0,6.0,4.0,1.0,3,3.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5.0,5.0,5.0,5.0,5.0,55.0,16.0,50.0,90.0,90.0,900004,0
1.0,1.0,1.0,2,1,1,2,1,1.0,1.0,16.0,1,2.0,1,1,2,1,2.0,6,1,2.0,,6.0,4.0,3.0,3,4.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,5,5,5,5,4.0,4.0,4.0,4.0,4.0,55.0,37.0,,20.0,90.0,930004,1
1.0,1.0,1.0,2,1,1,2,1,1.0,1.0,17.0,1,1.0,1,1,1,1,2.0,13,1,1.0,5.0,6.0,4.0,1.0,4,3.0,2.0,4.0,3.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4.0,4.0,3.0,4.0,4.0,55.0,17.0,,120.0,240.0,950004,1
1.0,1.0,1.0,2,1,1,2,1,1.0,1.0,17.0,1,2.0,1,1,1,2,2.0,1,1,1.0,4.0,6.0,4.0,1.0,6,3.0,3.0,4.0,2.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4.0,3.0,3.0,2.0,3.0,58.0,24.0,,120.0,180.0,960001,1
2.0,2.0,1.0,1,2,1,1,1,1.0,1.0,11.0,1,2.0,2,1,2,2,2.0,6,2,2.0,,4.0,3.0,3.0,2,3.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4,4,4,4,4,1,4,4,1,4,4,4,4,4,2,3,3,2,2,2.0,2.0,2.0,2.0,2.0,33.0,9.0,24.0,120.0,130.0,1010003,0
2.0,2.0,1.0,1,2,1,2,2,1.0,1.0,16.0,1,2.0,2,1,2,2,2.0,6,2,2.0,,4.0,3.0,4.0,2,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,5,5,5,5,5,5,5,2,1,5,1,5,5,4,4,3,3,4,4,3.0,3.0,4.0,3.0,3.0,33.0,9.0,,110.0,110.0,1010004,0
1.0,1.0,1.0,2,2,2,1,2,1.0,1.0,1.0,1,2.0,1,1,2,2,1.0,1,1,2.0,,6.0,3.0,1.0,5,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5,5,5,5,4,5,4,5,5,5,4,5,5,5,3,3,2,2,3,2.0,2.0,3.0,2.0,3.0,55.0,62.0,12.0,120.0,270.0,1080003,1
2.0,1.0,1.0,2,2,2,2,2,1.0,2.0,11.0,2,2.0,2,1,2,2,2.0,6,1,2.0,,6.0,4.0,1.0,6,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4,4,3,4,4,3,4,3,4,4,4,3,3,4,3,4,4,3,3,3.0,3.0,2.0,3.0,2.0,58.0,18.0,,150.0,60.0,1100002,1
1.0,1.0,1.0,2,2,2,1,2,1.0,1.0,5.0,1,2.0,1,1,2,2,1.0,6,1,2.0,,5.0,2.0,1.0,6,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5,5,5,5,4,5,5,5,4,5,4,4,5,4,3,4,3,4,4,3.0,2.0,3.0,3.0,3.0,45.0,50.0,88.0,60.0,210.0,1120002,1
1.0,1.0,1.0,2,2,1,1,2,1.0,1.0,16.0,1,2.0,1,1,2,2,1.0,8,1,1.0,,6.0,2.0,2.0,3,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5,5,5,5,5,5,4,5,5,4,5,4,5,5,4,3,3,3,4,3.0,3.0,4.0,3.0,3.0,55.0,61.0,86.0,30.0,120.0,1120003,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,4.0,1,2.0,1,1,1,1,1.0,1,1,2.0,,6.0,3.0,1.0,6,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,3,4,3,2.0,2.0,2.0,3.0,3.0,55.0,19.0,100.0,150.0,242.0,1160001,1
1.0,1.0,1.0,1,1,1,1,1,1.0,1.0,11.0,1,1.0,1,1,2,1,1.0,4,1,1.0,,6.0,4.0,1.0,3,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5,5,5,5,5,4,5,5,5,5,5,5,4,4,2,3,3,3,3,3.0,2.0,2.0,2.0,3.0,55.0,13.0,97.0,210.0,420.0,1160003,1
1.0,1.0,1.0,2,1,2,2,2,1.0,2.0,25.0,1,2.0,1,1,2,2,1.0,10,1,1.0,4.0,4.0,3.0,3.0,6,4.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4,4,4,3,4,4,3,4,3,3,2,3,3,3,4,3,3,3,3,4.0,3.0,2.0,3.0,3.0,33.0,38.0,,60.0,120.0,1170001,1
1.0,1.0,1.0,2,1,2,2,2,1.0,2.0,5.0,1,2.0,1,1,2,2,2.0,6,1,2.0,4.0,4.0,4.0,4.0,5,4.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4,4,3,3,4,4,3,4,3,2,3,2,3,3,3,3,3,4,4,3.0,4.0,3.0,3.0,2.0,33.0,37.0,,60.0,120.0,1170002,1
1.0,1.0,1.0,1,1,1,1,2,1.0,2.0,17.0,1,1.0,1,1,2,1,1.0,14,1,1.0,4.0,8.0,4.0,2.0,3,4.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5,5,4,4,5,5,5,4,4,4,4,5,5,4,3,4,4,3,3,2.0,3.0,4.0,3.0,4.0,75.0,27.0,36.0,30.0,120.0,1170003,0
2.0,2.0,1.0,2,1,2,2,2,1.0,2.0,11.0,1,2.0,2,1,2,2,1.0,6,1,1.0,,7.0,4.0,1.0,6,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5,5,5,4,3,3,3,4,3,4,4,4,5,4,5,5,4,4,4,3.0,3.0,4.0,4.0,3.0,65.0,29.0,,150.0,60.0,1180002,0
2.0,2.0,1.0,1,2,2,1,2,1.0,2.0,11.0,2,2.0,2,1,2,2,2.0,9,2,2.0,,6.0,4.0,2.0,2,3.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,5,5,5,5,4,2,1,2,3,4,5,5,4,3,4,3,4,4,3,3.0,3.0,2.0,2.0,2.0,53.0,15.0,14.0,30.0,30.0,1180003,0
1.0,1.0,1.0,2,1,1,2,2,1.0,1.0,16.0,1,1.0,1,1,2,1,2.0,1,1,2.0,,7.0,4.0,3.0,4,3.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,60.0,31.0,,60.0,90.0,1210004,1
2.0,1.0,1.0,2,1,1,2,2,1.0,1.0,4.0,2,2.0,1,1,2,2,2.0,1,1,2.0,,6.0,4.0,3.0,5,3.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4.0,4.0,4.0,3.0,4.0,50.0,28.0,,20.0,60.0,1310001,0
1.0,1.0,1.0,2,1,1,2,2,1.0,1.0,9.0,2,2.0,1,1,2,2,2.0,1,1,2.0,3.0,6.0,4.0,2.0,5,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,5,5,5,5,4.0,4.0,4.0,4.0,4.0,55.0,5.0,,20.0,40.0,1310002,0
1.0,1.0,1.0,2,1,1,2,2,1.0,1.0,9.0,1,2.0,1,1,2,2,2.0,1,1,2.0,,7.0,4.0,3.0,4,3.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,4.0,4.0,4.0,5.0,4.0,60.0,24.0,,30.0,40.0,1320101,0
1.0,1.0,1.0,2,1,2,2,2,1.0,1.0,9.0,1,2.0,1,1,2,2,2.0,14,1,2.0,,6.0,4.0,3.0,4,4.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,4.0,4.0,5.0,3.0,4.0,50.0,37.0,,30.0,60.0,1320102,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,17.0,1,2.0,1,1,2,2,2.0,1,1,2.0,,5.0,2.0,2.0,5,1.0,4.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3.0,4.0,3.0,3.0,3.0,45.0,33.0,24.0,120.0,120.0,1340001,0
1.0,1.0,1.0,1,1,2,2,1,1.0,1.0,17.0,2,2.0,1,1,2,1,2.0,10,1,1.0,4.0,8.0,4.0,1.0,5,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,3.0,3.0,2.0,3.0,4.0,72.0,21.0,,60.0,180.0,1510003,0
2.0,2.0,1.0,2,2,2,2,2,1.0,2.0,17.0,2,2.0,2,1,2,2,2.0,6,1,2.0,3.0,3.0,3.0,2.0,8,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,4,4,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,2.0,3.0,2.0,2.0,2.0,25.0,6.0,,40.0,120.0,1520002,1
1.0,1.0,1.0,2,2,2,1,1,1.0,2.0,17.0,1,2.0,1,1,2,1,1.0,6,1,2.0,4.0,3.0,3.0,1.0,5,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,4,4,3,4,3.0,3.0,4.0,3.0,3.0,24.0,27.0,38.0,80.0,120.0,1520004,0
2.0,2.0,1.0,1,2,2,2,1,2.0,2.0,3.0,2,2.0,1,1,2,1,1.0,13,1,2.0,4.0,4.0,3.0,1.0,2,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4.0,3.0,4.0,3.0,2.0,35.0,2.0,,40.0,90.0,1520005,0
2.0,2.0,1.0,2,2,2,1,1,1.0,2.0,17.0,2,2.0,1,1,2,2,1.0,6,1,2.0,4.0,4.0,3.0,1.0,7,2.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4,4,4,4,4,4,4,3,3,2,2,2,1,2,4,3,3,3,2,4.0,4.0,4.0,3.0,4.0,32.0,25.0,8.0,90.0,180.0,1540002,0
1.0,1.0,1.0,2,2,2,2,1,1.0,1.0,17.0,2,2.0,1,1,2,1,1.0,10,1,2.0,4.0,8.0,4.0,1.0,4,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,5,4,4,4.0,4.0,3.0,3.0,4.0,70.0,27.0,,60.0,180.0,1540003,0
1.0,1.0,1.0,2,1,1,2,1,1.0,1.0,17.0,1,2.0,1,1,2,2,2.0,6,1,1.0,3.0,6.0,4.0,1.0,6,3.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,2.0,2.0,2.0,1.0,2.0,50.0,7.0,,120.0,180.0,1570001,0
1.0,1.0,1.0,2,1,1,2,1,1.0,1.0,17.0,1,2.0,1,1,2,2,2.0,1,1,1.0,4.0,6.0,4.0,1.0,5,1.0,1.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,4,4,5,5,5,3,3,3,3,3,4,4,3,3,3,3.0,2.0,2.0,3.0,2.0,57.0,10.0,,180.0,180.0,1600001,1
2.0,1.0,1.0,2,1,1,2,1,1.0,1.0,9.0,1,2.0,1,1,2,2,2.0,1,1,1.0,3.0,4.0,4.0,3.0,7,3.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,3.0,4.0,3.0,2.0,2.0,37.0,21.0,,120.0,120.0,1610001,0
2.0,2.0,1.0,2,1,1,2,2,1.0,1.0,9.0,1,2.0,1,1,2,2,2.0,6,1,1.0,3.0,4.0,4.0,1.0,7,2.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,5,5,5,5,4,3,3,4,4,3,4,3,3,3,3,4,4,3,3,3.0,2.0,2.0,2.0,3.0,37.0,21.0,,60.0,120.0,1610002,0
1.0,1.0,1.0,2,1,1,2,1,1.0,2.0,11.0,1,2.0,1,1,1,2,2.0,6,1,1.0,3.0,4.0,3.0,3.0,5,2.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,5,5,4,3,4,4,4,5,5,4,5,3,3,3,3,4,3,5,4,3.0,2.0,2.0,3.0,3.0,34.0,41.0,,90.0,90.0,1620001,0
1.0,1.0,1.0,2,1,1,1,1,1.0,1.0,17.0,1,2.0,1,1,1,2,2.0,1,1,1.0,4.0,6.0,4.0,1.0,5,4.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5,5,5,5,5,5,5,5,5,4,4,3,3,4,4,4,5,3,3,3.0,3.0,2.0,3.0,3.0,56.0,19.0,24.0,120.0,240.0,1670001,1
1.0,1.0,1.0,2,1,1,1,1,1.0,1.0,11.0,1,2.0,1,1,2,2,2.0,6,1,1.0,4.0,4.0,4.0,1.0,5,3.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,5,4,2.0,2.0,2.0,2.0,2.0,35.0,41.0,24.0,120.0,180.0,1670002,1
2.0,2.0,1.0,1,1,1,1,1,2.0,1.0,1.0,1,1.0,1,1,1,2,2.0,4,1,1.0,1.0,4.0,3.0,3.0,2,4.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,4,4,3,3,4,5,5,5,5,5,2.0,1.0,1.0,2.0,1.0,33.0,16.0,24.0,30.0,30.0,1670003,1
1.0,1.0,1.0,2,1,1,1,1,1.0,1.0,9.0,1,2.0,1,1,2,2,2.0,6,1,1.0,3.0,5.0,4.0,1.0,6,3.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,4,4,3,3,2.0,2.0,3.0,3.0,2.0,40.0,32.0,6.0,90.0,120.0,1690001,0
1.0,1.0,1.0,2,1,1,1,1,1.0,1.0,10.0,1,2.0,1,1,1,2,2.0,1,1,1.0,5.0,5.0,4.0,1.0,5,3.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,4,3.0,3.0,2.0,2.0,2.0,41.0,32.0,6.0,120.0,180.0,1690002,0
1.0,2.0,1.0,2,1,1,1,1,2.0,2.0,17.0,1,2.0,1,1,2,2,1.0,1,1,1.0,3.0,4.0,3.0,1.0,5,3.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5,5,5,5,5,5,5,4,4,5,3,3,4,4,3,3,3,4,2,3.0,3.0,2.0,2.0,3.0,32.0,36.0,24.0,60.0,150.0,1700001,0
1.0,1.0,1.0,2,1,1,1,1,2.0,2.0,17.0,1,2.0,1,1,2,2,1.0,1,1,1.0,3.0,4.0,3.0,1.0,5,3.0,1.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,4,3,2.0,3.0,3.0,2.0,2.0,32.0,5.0,24.0,120.0,120.0,1700002,0
2.0,2.0,1.0,1,1,1,1,1,2.0,2.0,2.0,1,1.0,1,1,2,2,2.0,1,1,1.0,3.0,3.0,3.0,3.0,2,4.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,5,3,5,1.0,1.0,1.0,1.0,1.0,27.0,7.0,24.0,60.0,120.0,1700003,1
1.0,1.0,1.0,2,1,1,2,1,1.0,1.0,9.0,1,2.0,1,1,2,2,2.0,1,1,1.0,4.0,4.0,4.0,3.0,6,3.0,1.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3.0,3.0,3.0,3.0,3.0,34.0,45.0,,60.0,60.0,1720001,1
1.0,1.0,1.0,2,1,1,2,1,1.0,1.0,11.0,1,2.0,1,1,1,2,2.0,1,1,1.0,4.0,4.0,4.0,1.0,6,3.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,3,3,3,2.0,3.0,2.0,3.0,1.0,34.0,31.0,,60.0,120.0,1720002,1
1.0,1.0,1.0,2,1,1,2,1,1.0,1.0,17.0,1,2.0,1,1,1,2,2.0,6,1,1.0,4.0,6.0,4.0,1.0,3,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,5,3,4,4.0,3.0,3.0,2.0,3.0,55.0,24.0,,180.0,180.0,1720003,1
1.0,2.0,1.0,2,2,2,2,2,1.0,1.0,17.0,2,2.0,1,1,2,2,2.0,3,2,2.0,4.0,6.0,4.0,1.0,7,4.0,4.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.0,4.0,4.0,4.0,4.0,55.0,24.0,,120.0,180.0,1740001,1
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,16.0,1,2.0,1,1,2,2,2.0,6,2,2.0,,6.0,4.0,1.0,4,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.0,4.0,5.0,4.0,4.0,55.0,36.0,,90.0,570.0,1740003,0
1.0,2.0,1.0,2,2,2,2,2,1.0,1.0,19.0,1,2.0,1,1,2,2,1.0,2,1,2.0,,6.0,4.0,1.0,3,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5.0,5.0,5.0,5.0,5.0,54.0,29.0,,120.0,180.0,1760004,0
2.0,2.0,1.0,2,2,2,2,2,1.0,1.0,3.0,1,2.0,2,2,2,2,2.0,13,2,2.0,,6.0,4.0,1.0,6,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,55.0,20.0,,360.0,360.0,1770001,1
2.0,1.0,1.0,2,2,2,2,2,1.0,1.0,1.0,1,2.0,1,1,2,2,1.0,8,2,2.0,,7.0,4.0,1.0,6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4.0,3.0,3.0,3.0,3.0,65.0,17.0,,300.0,300.0,1770002,1
2.0,1.0,1.0,1,2,2,2,2,1.0,1.0,17.0,1,2.0,1,1,1,2,1.0,2,1,2.0,,5.0,2.0,1.0,6,2.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,2,2,2,3,5.0,5.0,4.0,4.0,4.0,40.0,12.0,,180.0,180.0,1800001,1
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,17.0,1,2.0,1,1,2,2,1.0,14,1,2.0,2.0,6.0,2.0,1.0,6,2.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,5,5,5,5,5,5,5,5,5,4,2,3,4,4,3,2,4,2,4,4.0,4.0,4.0,4.0,4.0,50.0,42.0,,210.0,180.0,1800002,1
1.0,1.0,1.0,2,2,2,2,2,1.0,2.0,17.0,2,2.0,1,1,2,2,2.0,15,1,2.0,,6.0,3.0,1.0,6,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,3.0,4.0,4.0,4.0,4.0,54.0,24.0,,120.0,120.0,1840001,1
